week,period_split,category,product_id,product_name,region,channel,order_count,units,unit_price,gross_revenue,promo_depth,discounts,return_rate,returns,net_revenue,cogs,fulfillment,contribution_margin,provenance,injected_anomaly,anomaly_reason
2029-09-30,analysis,Home,H-03,Linen set,West,Marketplace,40,45,74,3330,0.0693,230.77,0.0299,99.57,2999.66,1755,286.74,957.92,synthetic,false,
2029-09-30,analysis,Home,H-03,Linen set,West,Retail,37,47,74,3478,0.0463,161.03,0.0507,176.33,3140.64,1833,277.3,1030.34,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,North,Direct,41,54,86,4644,0.0922,428.18,0.0249,115.64,4100.18,2592,334.8,1173.38,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,North,Marketplace,37,49,86,4214,0.0693,292.03,0.0555,233.88,3688.09,2352,328.1,1007.99,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,North,Retail,33,42,86,3612,0.1153,416.46,0.0279,100.77,3094.77,2016,260.4,818.37,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,South,Direct,40,47,86,4042,0.1079,436.13,0.0407,164.51,3441.36,2256,291.4,893.96,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,South,Marketplace,38,42,86,3612,0.1031,372.4,0.0397,143.4,3096.2,2016,281.23,798.97,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,South,Retail,31,39,86,3354,0.0815,273.35,0.0336,112.69,2967.96,1872,241.8,854.16,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,West,Direct,43,48,86,4128,0.061,251.81,0.0501,206.81,3669.38,2304,297.6,1067.78,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,West,Marketplace,39,51,86,4386,0.0743,325.88,0.0543,238.16,3821.96,2448,341.5,1032.46,synthetic,false,
2029-09-30,analysis,Home,H-04,Kitchen kit,West,Retail,35,46,86,3956,0.055,217.58,0.02,79.12,3659.3,2208,285.2,1166.1,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,North,Direct,46,55,118,6490,0.0683,443.27,0.0575,373.18,5673.55,4290,429,954.55,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,North,Marketplace,40,44,118,5192,0.0693,359.81,0.0559,290.23,4541.96,3432,370.66,739.3,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,North,Retail,35,43,118,5074,0.1111,563.72,0.0238,120.76,4389.52,3354,335.4,700.12,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,South,Direct,38,46,118,5428,0.0731,396.79,0.019,103.13,4928.08,3588,358.8,981.28,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,South,Marketplace,32,37,118,4366,0.0952,415.64,0.0327,142.77,3807.59,2886,311.69,609.9,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,South,Retail,32,39,118,4602,0.0744,342.39,0.0408,187.76,4071.85,3042,304.2,725.65,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,West,Direct,41,47,118,5546,0.0484,268.43,0.0229,127,5150.57,3666,366.6,1117.97,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,West,Marketplace,38,51,118,6018,0.0844,507.92,0.0537,323.17,5186.91,3978,429.62,779.29,synthetic,false,
2029-09-30,analysis,Electronics,E-01,USB-C hub,West,Retail,34,43,118,5074,0.1099,557.63,0.0388,196.87,4319.5,3354,335.4,630.1,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,North,Direct,35,46,146,6716,0.0676,454,0.0597,400.95,5861.05,4324,381.8,1155.25,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,North,Marketplace,31,37,146,5402,0.1171,632.57,0.0383,206.9,4562.53,3478,331.67,752.86,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,North,Retail,26,28,146,4088,0.1035,423.11,0.0443,181.1,3483.79,2632,232.4,619.39,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,South,Direct,28,32,146,4672,0.079,369.09,0.0597,278.92,4023.99,3008,265.6,750.39,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,South,Marketplace,30,38,146,5548,0.0835,463.26,0.0405,224.69,4860.05,3572,340.63,947.42,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,South,Retail,23,26,146,3796,0.1095,415.66,0.0355,134.76,3245.58,2444,215.8,585.78,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,West,Direct,35,42,146,6132,0.0689,422.49,0.0478,293.11,5416.4,3948,348.6,1119.8,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,West,Marketplace,31,39,146,5694,0.0482,274.45,0.0485,276.16,5143.39,3666,349.6,1127.79,synthetic,false,
2029-09-30,analysis,Electronics,E-02,Desk speaker,West,Retail,23,30,146,4380,0.1105,483.99,0.0597,261.49,3634.52,2820,249,565.52,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,North,Direct,22,27,228,6156,0.1154,710.4,0.0243,149.59,5296.01,4158,318.6,819.41,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,North,Marketplace,19,23,228,5244,0.0533,279.51,0.0297,155.75,4808.74,3542,293.11,973.63,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,North,Retail,17,23,228,5244,0.0541,283.7,0.0355,186.16,4774.14,3542,271.4,960.74,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,South,Direct,17,22,228,5016,0.0773,387.74,0.0303,151.98,4476.28,3388,259.6,828.68,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,South,Marketplace,16,18,228,4104,0.0578,237.21,0.0406,166.62,3700.17,2772,229.39,698.78,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,South,Retail,14,18,228,4104,0.1,410.4,0.0558,229,3464.6,2772,212.4,480.2,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,West,Direct,20,26,228,5928,0.1091,646.74,0.0259,153.54,5127.72,4004,306.8,816.92,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,West,Marketplace,19,22,228,5016,0.0635,318.52,0.019,95.3,4602.18,3388,280.37,933.81,synthetic,false,
2029-09-30,analysis,Electronics,E-03,Travel display,West,Retail,16,20,228,4560,0.0541,246.7,0.0438,199.73,4113.57,3080,236,797.57,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,North,Direct,51,56,96,5376,0.0588,316.11,0.0214,115.05,4944.84,3416,386.4,1142.44,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,North,Marketplace,45,58,96,5568,0.1132,630.3,0.0233,129.73,4807.97,3538,432.22,837.75,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,North,Retail,41,54,96,5184,0.0604,313.11,0.0184,95.39,4775.5,3294,372.6,1108.9,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,South,Direct,49,62,96,5952,0.1021,607.7,0.0243,144.63,5199.67,3782,427.8,989.87,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,South,Marketplace,44,57,96,5472,0.0968,529.69,0.0533,291.66,4650.65,3477,424.76,748.89,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,South,Retail,34,42,96,4032,0.0646,260.47,0.0532,214.5,3557.03,2562,289.8,705.23,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,West,Direct,51,65,96,6240,0.1072,668.93,0.0539,336.34,5234.73,3965,448.5,821.23,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,West,Marketplace,48,53,96,5088,0.0656,333.77,0.0277,140.94,4613.29,3233,394.96,985.33,synthetic,false,
2029-09-30,analysis,Electronics,E-04,Web camera,West,Retail,34,42,96,4032,0.0843,339.9,0.0293,118.14,3573.96,2562,289.8,722.16,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,North,Direct,95,121,34,4114,0.0455,187.19,0.0187,76.93,3849.88,1694,508.2,1647.68,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,North,Marketplace,95,114,34,3876,0.0521,201.94,0.0399,154.65,3519.41,1596,517.1,1406.31,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,North,Retail,79,88,34,2992,0.1105,330.62,0.0519,155.28,2506.1,1232,369.6,904.5,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,South,Direct,92,119,34,4046,0.1061,429.28,0.0218,88.2,3528.52,1666,499.8,1362.72,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,South,Marketplace,72,79,34,2686,0.0584,156.86,0.0185,49.69,2479.45,1106,358.34,1015.11,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,South,Retail,67,83,34,2822,0.0628,177.22,0.0553,156.06,2488.72,1162,348.6,978.12,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,West,Direct,95,103,34,3502,0.091,318.68,0.0288,100.86,3082.46,1442,432.6,1207.86,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,West,Marketplace,91,109,34,3706,0.0718,266.09,0.0273,101.17,3338.74,1526,494.42,1318.32,synthetic,false,
2029-09-30,analysis,Beauty,B-01,Daily serum,West,Retail,68,82,34,2788,0.0867,241.72,0.0338,94.23,2452.05,1148,344.4,959.65,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,North,Direct,82,101,42,4242,0.0875,371.17,0.0308,130.65,3740.18,1818,454.5,1467.68,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,North,Marketplace,81,98,42,4116,0.06,246.96,0.0581,239.14,3629.9,1764,476.28,1389.62,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,North,Retail,70,83,42,3486,0.0775,270.17,0.0324,112.95,3102.88,1494,373.5,1235.38,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,South,Direct,80,90,42,3780,0.0808,305.42,0.0366,138.35,3336.23,1620,405,1311.23,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,South,Marketplace,74,90,42,3780,0.0663,250.61,0.0251,94.88,3434.51,1620,437.4,1377.11,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,South,Retail,67,75,42,3150,0.1056,332.64,0.0528,166.32,2651.04,1350,337.5,963.54,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,West,Direct,87,103,42,4326,0.091,393.67,0.0371,160.49,3771.84,1854,463.5,1454.34,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,West,Marketplace,73,90,42,3780,0.094,355.32,0.0549,207.52,3217.16,1620,437.4,1159.76,synthetic,false,
2029-09-30,analysis,Beauty,B-02,Cleanser set,West,Retail,60,74,42,3108,0.0666,206.99,0.038,118.1,2782.91,1332,333,1117.91,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,North,Direct,86,102,38,3876,0.1115,432.17,0.057,220.93,3222.9,1632,418.2,1172.7,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,North,Marketplace,72,83,38,3154,0.0883,278.5,0.0366,115.44,2760.06,1328,367.52,1064.54,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,North,Retail,65,80,38,3040,0.1183,359.63,0.0286,86.94,2593.43,1280,328,985.43,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,South,Direct,80,105,38,3990,0.1192,475.61,0.0343,136.86,3377.53,1680,430.5,1267.03,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,South,Marketplace,66,80,38,3040,0.1185,360.24,0.0592,179.97,2499.79,1280,354.24,865.55,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,South,Retail,59,76,38,2888,0.1143,330.1,0.0445,128.52,2429.38,1216,311.6,901.78,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,West,Direct,83,97,38,3686,0.0708,260.97,0.0429,158.13,3266.9,1552,397.7,1317.2,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,West,Marketplace,65,82,38,3116,0.0546,170.13,0.0513,159.85,2786.02,1312,363.1,1110.92,synthetic,false,
2029-09-30,analysis,Beauty,B-03,Mineral tint,West,Retail,63,79,38,3002,0.085,255.17,0.0583,175.02,2571.81,1264,323.9,983.91,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,North,Direct,109,142,28,3976,0.1186,471.55,0.0333,132.4,3372.05,1562,553.8,1256.25,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,North,Marketplace,96,120,28,3360,0.0791,265.78,0.0581,195.22,2899,1320,505.44,1073.56,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,North,Retail,85,99,28,2772,0.0883,244.77,0.0545,151.07,2376.16,1089,386.1,901.06,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,South,Direct,90,101,28,2828,0.098,277.14,0.0448,126.69,2424.17,1111,393.9,919.27,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,South,Marketplace,81,98,28,2744,0.0918,251.9,0.0411,112.78,2379.32,1078,412.78,888.54,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,South,Retail,69,89,28,2492,0.0925,230.51,0.0591,147.28,2114.21,979,347.1,788.11,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,West,Direct,112,130,28,3640,0.0571,207.84,0.0453,164.89,3267.27,1430,507,1330.27,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,West,Marketplace,88,103,28,2884,0.0593,171.02,0.0248,71.52,2641.46,1133,433.84,1074.62,synthetic,false,
2029-09-30,analysis,Beauty,B-04,Travel kit,West,Retail,80,106,28,2968,0.0512,151.96,0.0277,82.21,2733.83,1166,413.4,1154.43,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,North,Direct,87,110,31,3410,0.0928,316.45,0.037,126.17,2967.38,1430,517,1020.38,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,North,Marketplace,91,107,31,3317,0.0803,266.36,0.0424,140.64,2910,1391,543.13,975.87,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,North,Retail,70,87,31,2697,0.0462,124.6,0.0436,117.59,2454.81,1131,408.9,914.91,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,South,Direct,85,110,31,3410,0.1016,346.46,0.0243,82.86,2980.68,1430,517,1033.68,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,South,Marketplace,78,102,31,3162,0.0805,254.54,0.055,173.91,2733.55,1326,517.75,889.8,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,South,Retail,63,79,31,2449,0.095,232.66,0.0216,52.9,2163.44,1027,371.3,765.14,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,West,Direct,91,115,31,3565,0.0725,258.46,0.041,146.16,3160.38,1495,540.5,1124.88,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,West,Marketplace,73,79,31,2449,0.0465,113.88,0.0308,75.43,2259.69,1027,401,831.69,synthetic,false,
2029-09-30,analysis,Outdoors,O-01,Trail bottle,West,Retail,64,79,31,2449,0.0604,147.92,0.0197,48.25,2252.83,1027,371.3,854.53,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,North,Direct,42,52,88,4576,0.0674,308.42,0.0235,107.54,4160.04,2444,369.2,1346.84,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,North,Marketplace,38,47,88,4136,0.0744,307.72,0.0433,179.09,3649.19,2209,360.4,1079.79,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,North,Retail,35,45,88,3960,0.0491,194.44,0.0396,156.82,3608.74,2115,319.5,1174.24,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,South,Direct,37,40,88,3520,0.103,362.56,0.0408,143.62,3013.82,1880,284,849.82,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,South,Marketplace,37,41,88,3608,0.0541,195.19,0.0509,183.65,3229.16,1927,314.39,987.77,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,South,Retail,29,35,88,3080,0.0464,142.91,0.0187,57.6,2879.49,1645,248.5,985.99,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,West,Direct,40,52,88,4576,0.0929,425.11,0.0593,271.36,3879.53,2444,369.2,1066.33,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,West,Marketplace,33,37,88,3256,0.1047,340.9,0.0349,113.63,2801.47,1739,283.72,778.75,synthetic,false,
2029-09-30,analysis,Outdoors,O-02,Day pack,West,Retail,28,35,88,3080,0.1121,345.27,0.0504,155.23,2579.5,1645,248.5,686,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,North,Direct,57,62,54,3348,0.1025,343.17,0.0269,90.06,2914.77,1798,347.2,769.57,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,North,Marketplace,50,62,54,3348,0.1178,394.39,0.0543,181.8,2771.81,1798,374.98,598.83,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,North,Retail,41,52,54,2808,0.0745,209.2,0.0429,120.46,2478.34,1508,291.2,679.14,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,South,Direct,53,58,54,3132,0.0607,190.11,0.0204,63.89,2878,1682,324.8,871.2,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,South,Marketplace,44,52,54,2808,0.0868,243.73,0.033,92.66,2471.61,1508,314.5,649.11,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,South,Retail,43,57,54,3078,0.0813,250.24,0.0521,160.36,2667.4,1653,319.2,695.2,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,West,Direct,57,72,54,3888,0.1195,464.62,0.0438,170.29,3253.09,2088,403.2,761.89,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,West,Marketplace,43,58,54,3132,0.0669,209.53,0.0344,107.74,2814.73,1682,350.78,781.95,synthetic,false,
2029-09-30,analysis,Outdoors,O-03,Camp light,West,Retail,45,51,54,2754,0.0848,233.54,0.0568,156.43,2364.03,1479,285.6,599.43,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,North,Direct,45,53,63,3339,0.0939,313.53,0.0415,138.57,2886.9,1749,339.2,798.7,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,North,Marketplace,49,53,63,3339,0.0561,187.32,0.0202,67.45,3084.23,1749,366.34,968.89,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,North,Retail,41,52,63,3276,0.1063,348.24,0.0546,178.87,2748.89,1716,332.8,700.09,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,South,Direct,45,56,63,3528,0.1087,383.49,0.0286,100.9,3043.61,1848,358.4,837.21,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,South,Marketplace,42,48,63,3024,0.1054,318.73,0.0378,114.31,2590.96,1584,331.78,675.18,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,South,Retail,37,47,63,2961,0.0706,209.05,0.0239,70.77,2681.18,1551,300.8,829.38,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,West,Direct,44,52,63,3276,0.0996,326.29,0.0397,130.06,2819.65,1716,332.8,770.85,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,West,Marketplace,39,48,63,3024,0.0843,254.92,0.0227,68.64,2700.44,1584,331.78,784.66,synthetic,false,
2029-09-30,analysis,Outdoors,O-04,Picnic mat,West,Retail,37,45,63,2835,0.116,328.86,0.0225,63.79,2442.35,1485,288,669.35,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,North,Direct,109,143,24,3432,0.1053,361.39,0.0319,109.48,2961.13,1287,514.8,1159.33,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,North,Marketplace,113,141,24,3384,0.0477,161.42,0.0526,178,3044.58,1269,548.21,1227.37,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,North,Retail,95,118,24,2832,0.0609,172.47,0.0294,83.26,2576.27,1062,424.8,1089.47,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,South,Direct,95,105,24,2520,0.0868,218.74,0.0511,128.77,2172.49,945,378,849.49,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,South,Marketplace,98,107,24,2568,0.0698,179.25,0.0533,136.87,2251.88,963,416.02,872.86,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,South,Retail,83,97,24,2328,0.0934,217.44,0.0316,73.56,2037,873,349.2,814.8,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,West,Direct,98,106,24,2544,0.0481,122.37,0.0199,50.63,2371,954,381.6,1035.4,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,West,Marketplace,91,119,24,2856,0.0759,216.77,0.0243,69.4,2569.83,1071,462.67,1036.16,synthetic,false,
2029-09-30,analysis,Office,F-01,Notebook pack,West,Retail,76,100,24,2400,0.0512,122.88,0.0277,66.48,2210.64,900,360,950.64,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,North,Direct,82,91,39,3549,0.0567,201.23,0.0245,86.95,3260.82,1547,400.4,1313.42,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,North,Marketplace,79,105,39,4095,0.0762,312.04,0.0548,224.41,3558.55,1785,498.96,1274.59,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,North,Retail,70,86,39,3354,0.0745,249.87,0.0483,162,2942.13,1462,378.4,1101.73,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,South,Direct,76,93,39,3627,0.0758,274.93,0.0583,211.45,3140.62,1581,409.2,1150.42,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,South,Marketplace,63,78,39,3042,0.0965,293.55,0.0441,134.15,2614.3,1326,370.66,917.64,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,South,Retail,64,78,39,3042,0.1074,326.71,0.055,167.31,2547.98,1326,343.2,878.78,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,West,Direct,77,103,39,4017,0.0677,271.95,0.0378,151.84,3593.21,1751,453.2,1389.01,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,West,Marketplace,67,81,39,3159,0.0943,297.89,0.0577,182.27,2678.84,1377,384.91,916.93,synthetic,false,
2029-09-30,analysis,Office,F-02,Desk organizer,West,Retail,60,74,39,2886,0.0956,275.9,0.0495,142.86,2467.24,1258,325.6,883.64,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,North,Direct,28,35,132,4620,0.0965,445.83,0.0356,164.47,4009.7,3010,322,677.7,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,North,Marketplace,29,32,132,4224,0.0955,403.39,0.0339,143.19,3677.42,2752,317.95,607.47,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,North,Retail,22,28,132,3696,0.1184,437.61,0.0237,87.6,3170.79,2408,257.6,505.19,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,South,Direct,26,34,132,4488,0.0975,437.58,0.0542,243.25,3807.17,2924,312.8,570.37,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,South,Marketplace,23,27,132,3564,0.0521,185.68,0.0459,163.59,3214.73,2322,268.27,624.46,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,South,Retail,21,27,132,3564,0.0887,316.13,0.0598,213.13,3034.74,2322,248.4,464.34,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,West,Direct,27,35,132,4620,0.0565,261.03,0.0205,94.71,4264.26,3010,322,932.26,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,West,Marketplace,28,34,132,4488,0.0668,299.8,0.0235,105.47,4082.73,2924,337.82,820.91,synthetic,false,
2029-09-30,analysis,Office,F-03,Monitor arm,West,Retail,21,27,132,3564,0.0975,347.49,0.0242,86.25,3130.26,2322,248.4,559.86,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,North,Direct,98,120,33,3960,0.0796,315.22,0.0183,72.47,3572.31,1440,492,1640.31,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,North,Marketplace,98,107,33,3531,0.0744,262.71,0.0347,122.53,3145.76,1284,473.8,1387.96,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,North,Retail,83,105,33,3465,0.1002,347.19,0.0239,82.81,3035,1260,430.5,1344.5,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,South,Direct,82,92,33,3036,0.0814,247.13,0.0321,97.46,2691.41,1104,377.2,1210.21,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,South,Marketplace,83,108,33,3564,0.1134,404.16,0.0512,182.48,2977.36,1296,478.22,1203.14,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,South,Retail,65,71,33,2343,0.0564,132.15,0.0408,95.59,2115.26,852,291.1,972.16,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,West,Direct,98,110,33,3630,0.1128,409.46,0.0373,135.4,3085.14,1320,451,1314.14,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,West,Marketplace,81,107,33,3531,0.0891,314.61,0.026,91.81,3124.58,1284,473.8,1366.78,synthetic,false,
2029-09-30,analysis,Office,F-04,Keyboard mat,West,Retail,78,97,33,3201,0.084,268.88,0.0595,190.46,2741.66,1164,397.7,1179.96,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,North,Direct,56,67,58,3886,0.1164,452.33,0.0248,96.37,3337.3,2077,361.8,898.5,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,North,Marketplace,54,70,58,4060,0.0486,197.32,0.026,105.56,3757.12,2170,408.24,1178.88,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,North,Retail,48,61,58,3538,0.0532,188.22,0.0485,171.59,3178.19,1891,329.4,957.79,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,South,Direct,60,67,58,3886,0.0945,367.23,0.0205,79.66,3439.11,2077,361.8,1000.31,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,South,Marketplace,54,67,58,3886,0.0588,228.5,0.05,194.3,3463.2,2077,390.74,995.46,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,South,Retail,47,53,58,3074,0.0916,281.58,0.0407,125.11,2667.31,1643,286.2,738.11,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,West,Direct,58,74,58,4292,0.1149,493.15,0.0421,180.69,3618.16,2294,399.6,924.56,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,West,Marketplace,56,64,58,3712,0.0689,255.76,0.0537,199.33,3256.91,1984,373.25,899.66,synthetic,false,
2029-10-07,analysis,Home,H-01,Storage set,West,Retail,44,57,58,3306,0.1142,377.55,0.0282,93.23,2835.22,1767,307.8,760.42,synthetic,false,
2029-10-07,analysis,Home,H-02,Task lamp,North,Direct,75,82,46,3772,0.0519,195.77,0.0341,128.63,3447.6,1968,393.6,1086,synthetic,false,
2029-10-07,analysis,Home,H-02,Task lamp,North,Marketplace,65,74,46,3404,0.0846,287.98,0.0412,140.24,2975.78,1776,383.62,816.16,synthetic,false,
